,smiles,cano_smiles,Predicted_Activity_Score,QED,SA,logP
29,COc1ccc(-c2n[nH]c(C(F)(F)F)c2-c2cc3ccccc3o2)c(Br)c1,COc1ccc(-c2n[nH]c(C(F)(F)F)c2-c2cc3ccccc3o2)c(Br)c1,20.750917,0.4106144912326634,2.6521419537408555,6.279800000000003
30,COc1ccc(-c2n[nH]c(C(F)(F)F)c2-c2cc3ccccc3o2)c(Cl)c1,COc1ccc(-c2n[nH]c(C(F)(F)F)c2-c2cc3ccccc3o2)c(Cl)c1,22.200823,0.45323808639613933,2.560531427425067,6.170700000000004
31,CCCNCn1c(CN2CCN(Cc3ccccc3)CC2)nc2c1c(=O)[nH]c(=O)n2C,CCCNCn1c(CN2CCN(Cc3ccccc3)CC2)nc2c1c(=O)[nH]c(=O)n2C,79.60661,0.5165076406789044,2.545769909306806,0.6982000000000006
32,CC(C)(C)C1CCc2onc(C(=O)NC3CCCN[Se]3)c2C1,CC(C)(C)C1CCc2onc(C(=O)NC3CCCN[Se]3)c2C1,25.430557,0.7805687969406232,4.4256133327043035,1.8840999999999999
33,CC(C)(C)C1CCc2onc(C(=O)NC3CCCN[AtH]3)c2C1,CC(C)(C)C1CCc2onc(C(=O)NC3CCCN[AtH]3)c2C1,21.397888,0.6497929469924725,4.495433680098846,1.9972000000000003
34,CC(C)(C)C1CCc2onc(C(=O)NC3CCCN[SiH2]3)c2C1,CC(C)(C)C1CCc2onc(C(=O)NC3CCCN[SiH2]3)c2C1,23.809668,0.8070462673216875,4.420166434441278,1.3486999999999998
35,C=C1CC(N2CCN(C/C=C/c3ccccc3)CC2)C(=O)N1Cc1cccs1,C=C1CC(N2CCN(C/C=C/c3ccccc3)CC2)C(=O)N1Cc1cccs1,18.584925,0.7488457015413125,3.153850953293092,3.6937000000000024
36,C[At]1CNC2CC(NC(=O)c3ccc(Cl)cc3)CCC21,C[At]1CNC2CC(NC(=O)c3ccc(Cl)cc3)CCC21,24.422552,0.6706219069691445,4.254681451400195,3.0089000000000015
37,C[SiH]1CNC2CC(NC(=O)c3ccc(Cl)cc3)CCC21,C[SiH]1CNC2CC(NC(=O)c3ccc(Cl)cc3)CCC21,3.508646,0.8236168618002869,4.284328513945764,2.3604000000000003
38,CC(=O)c1c(OC(=O)c2ccco2)c2ccccc2n1F,CC(=O)c1c(OC(=O)c2ccco2)c2ccccc2n1F,29.069633,0.5469403550198604,2.6981372319054415,3.388700000000002
39,CC(=O)c1c(OC(=O)c2ccco2)c2ccccc2n1Br,CC(=O)c1c(OC(=O)c2ccco2)c2ccccc2n1Br,28.944988,0.5333870774802457,2.724031886403486,3.8141000000000016
40,CC(=O)c1c(OC(=O)c2ccco2)c2ccccc2n1Cl,CC(=O)c1c(OC(=O)c2ccco2)c2ccccc2n1Cl,25.645248,0.5470308711274398,2.6522947286459893,3.658000000000002
41,Cc1ncc(SC(=O)N2c3ccccc3Sc3ccccc32)s1,Cc1ncc(SC(=O)N2c3ccccc3Sc3ccccc32)s1,25.898975,0.5032118778957116,2.789824962411263,5.966520000000003
42,COc1ccc(Nc2oc(COc3ccc(F)cc3)nc2C#N)cc1,COc1ccc(Nc2oc(COc3ccc(F)cc3)nc2C#N)cc1,16.12303,0.7305346308724362,2.23149931309972,4.016580000000002
43,COc1ccc(Nc2oc(COc3ccc(Br)cc3)nc2C#N)cc1,COc1ccc(Nc2oc(COc3ccc(Br)cc3)nc2C#N)cc1,19.91174,0.6495063975138827,2.2781166207920265,4.639980000000003
44,COC(=O)c1cc(N2CCCCO2)sc1N,COC(=O)c1cc(N2CCCCO2)sc1N,38.438805,0.7987395673652969,3.19129001380987,1.6487
45,CCOc1cc(C(N)=O)cc(Br)c1CC,CCOc1cc(C(N)=O)cc(Br)c1CC,18.520979,0.9151035879105058,2.2248823495731465,2.509100000000001
46,C[C@@H]1NC(=O)c2cc([N+](=O)[O-])cc(I)c2CCCCC[C@@H](C(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O,C[C@@H]1NC(=O)c2cc([N+](=O)[O-])cc(I)c2CCCCC[C@@H](C(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O,-23.828804,0.17695071608556015,4.409915255907469,-0.23549999999999638
47,COc1ccc(CC(=O)NC(C)c2nnc(SCCOc3ccc(OC)cc3)n2F)cc1,COc1ccc(CC(=O)NC(C)c2nnc(SCCOc3ccc(OC)cc3)n2F)cc1,15.363674,0.34541693647542215,2.9038372562569688,3.6189000000000027
48,COc1ccc(CC(=O)NC(C)c2nnc(SCCOc3ccc(OC)cc3)n2Br)cc1,COc1ccc(CC(=O)NC(C)c2nnc(SCCOc3ccc(OC)cc3)n2Br)cc1,17.161694,0.30109174284237317,2.9206260981842718,4.044300000000003
49,COc1ccc(CC(=O)NC(C)c2nnc(SCCOc3ccc(OC)cc3)n2Cl)cc1,COc1ccc(CC(=O)NC(C)c2nnc(SCCOc3ccc(OC)cc3)n2Cl)cc1,20.890621,0.3315570267496956,2.89198738305325,3.888200000000003
50,COc1ccc(/C(N)=N/OC(=O)CSc2ccccc2)cc1OF,COc1ccc(/C(N)=N/OC(=O)CSc2ccccc2)cc1OF,14.338447,0.27175780849414377,2.531656785890471,2.9143000000000017
51,COc1ccc(/C(N)=N/OC(=O)CSc2ccccc2)cc1OBr,COc1ccc(/C(N)=N/OC(=O)CSc2ccccc2)cc1OBr,17.913784,0.2474742395802133,2.6014027134922806,3.3397000000000014
52,COc1ccc(/C(N)=N/OC(=O)CSc2ccccc2)cc1OCl,COc1ccc(/C(N)=N/OC(=O)CSc2ccccc2)cc1OCl,10.228117,0.26624226197824646,2.514939591320335,3.183600000000002
53,Cc1cccc(NC(=S)NN2CCOCC2)c1F,Cc1cccc(NC(=S)NN2CCOCC2)c1F,13.461834,0.7987885918874935,2.438076964453453,1.6677199999999999
54,Cc1cccc(NC(=S)NN2CCOCC2)c1Br,Cc1cccc(NC(=S)NN2CCOCC2)c1Br,13.620397,0.8140553313625506,2.5830706296118233,2.2911200000000003
55,Cc1cccc(NC(=S)NN2CCOCC2)c1Cl,Cc1cccc(NC(=S)NN2CCOCC2)c1Cl,16.456099,0.8148564347049032,2.4172832992950823,2.1820199999999996
56,COc1ccc(C(=O)OC2CC[Se]NC2)cc1,COc1ccc(C(=O)OC2CC[Se]NC2)cc1,31.092096,0.6740790589648417,3.4411439070770253,1.2513999999999998
57,COc1ccc(C(=O)OC2CC[AsH]NC2)cc1,COc1ccc(C(=O)OC2CC[AsH]NC2)cc1,31.975365,0.6673525172511227,3.798825995753809,0.9836999999999999
58,COc1ccc(C(=O)OC2CC[SiH2]NC2)cc1,COc1ccc(C(=O)OC2CC[SiH2]NC2)cc1,34.432785,0.6349329648731246,3.4377812697143906,0.716
59,Cc1ccc(C2C3=C(CC(C)(C)CC3=O)Nc3onc(F)c32)cc1,Cc1ccc(C2C3=C(CC(C)(C)CC3=O)Nc3onc(F)c32)cc1,21.447647,0.8476112541687272,3.4847055649208585,4.322720000000003
60,Cc1ccc(C2C3=C(CC(C)(C)CC3=O)Nc3onc(Br)c32)cc1,Cc1ccc(C2C3=C(CC(C)(C)CC3=O)Nc3onc(Br)c32)cc1,19.108189,0.7527430689904145,3.5054107313961733,4.946120000000003
61,Cc1ccc(C2C3=C(CC(C)(C)CC3=O)Nc3onc(Cl)c32)cc1,Cc1ccc(C2C3=C(CC(C)(C)CC3=O)Nc3onc(Cl)c32)cc1,26.498154,0.8054660839279891,3.4625351860460007,4.837020000000003
62,Cc1cc(Cl)ccc1OC(C)C(=O)Cc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,Cc1cc(Cl)ccc1OC(C)C(=O)Cc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,7.2774444,0.3702559516351616,2.840381278726989,4.9715200000000035
63,Cc1cc(Cl)ccc1OC(C)C(=O)Cc1ccc(S(=O)(=O)Cc2cnc3ccccc3n2)cc1,Cc1cc(Cl)ccc1OC(C)C(=O)Cc1ccc(S(=O)(=O)Cc2cnc3ccccc3n2)cc1,8.743423,0.33667762902201587,2.929423586419297,5.144620000000004
64,CC(F)CNS(=O)(=O)c1ccc(CCC(=O)Nc2cc(Cl)ccc2Oc2ccccc2)cc1,CC(F)CNS(=O)(=O)c1ccc(CCC(=O)Nc2cc(Cl)ccc2Oc2ccccc2)cc1,-3.0696049,0.40149377624245863,2.6633669451015987,5.3399000000000045
65,CC(Br)CNS(=O)(=O)c1ccc(CCC(=O)Nc2cc(Cl)ccc2Oc2ccccc2)cc1,CC(Br)CNS(=O)(=O)c1ccc(CCC(=O)Nc2cc(Cl)ccc2Oc2ccccc2)cc1,-6.16131,0.31360631809046935,2.693873148575543,5.765300000000004
66,C=C(N/N=C(\C)c1cccc(NC(=O)C(C)C)c1)c1ccc(Cl)c(Cl)c1,C=C(N/N=C(\C)c1cccc(NC(=O)C(C)C)c1)c1ccc(Cl)c(Cl)c1,28.745779,0.5003461985743504,2.32205202467493,5.5724000000000045
67,O=[N+]([O-])/[TeH]=C/c1cn(Cc2ccccc2)c2ccccc12,O=[N+]([O-])/[TeH]=C/c1cn(Cc2ccccc2)c2ccccc12,14.796797,0.388165694670822,2.7666716153880326,2.4681000000000006
68,O=[N+]([O-])/[At]=C/c1cn(Cc2ccccc2)c2ccccc12,O=[N+]([O-])/[At]=C/c1cn(Cc2ccccc2)c2ccccc12,14.835285,0.430415055794597,2.7666716153880326,3.116600000000002
69,O=[N+]([O-])/[SeH]=C/c1cn(Cc2ccccc2)c2ccccc12,O=[N+]([O-])/[SeH]=C/c1cn(Cc2ccccc2)c2ccccc12,17.074389,0.4143475131873198,2.7666716153880326,2.4681000000000006
70,Cc1cccc(C(=O)Nc2ncc(Cc3c[nH]c4ccccc34)s2)c1,Cc1cccc(C(=O)Nc2ncc(Cc3c[nH]c4ccccc34)s2)c1,15.098689,0.5582300298167553,2.1060364838057257,4.775920000000003
71,COc1ccc(N(C(=O)C[TeH]2ONC3CCCCC32)C2(C(=O)NC3CCCC3)CCCCC2)cc1,COc1ccc(N(C(=O)C[TeH]2ONC3CCCCC32)C2(C(=O)NC3CCCC3)CCCCC2)cc1,-4.4046326,0.45607951980739414,4.475064096030759,4.3613000000000035
72,COc1ccc(N(C(=O)C[SeH]2ONC3CCCCC32)C2(C(=O)NC3CCCC3)CCCCC2)cc1,COc1ccc(N(C(=O)C[SeH]2ONC3CCCCC32)C2(C(=O)NC3CCCC3)CCCCC2)cc1,-3.0239506,0.4935907771870766,4.475064096030759,4.3613000000000035
73,COc1ccc(N(C(=O)C[At]2ONC3CCCCC32)C2(C(=O)NC3CCCC3)CCCCC2)cc1,COc1ccc(N(C(=O)C[At]2ONC3CCCCC32)C2(C(=O)NC3CCCC3)CCCCC2)cc1,-1.0243816,0.42387311356107565,4.302071999188498,5.009800000000004
74,O=C(NCCNC(=O)c1cc(OCC(F)(F)Br)ccc1OCC(F)(F)F)Nc1cccc(C(F)(F)F)c1,O=C(NCCNC(=O)c1cc(OCC(F)(F)Br)ccc1OCC(F)(F)F)Nc1cccc(C(F)(F)F)c1,24.440681,0.18731453244190618,2.750130175388927,5.5645000000000024
75,O=C(NCCNC(=O)c1cc(OCC(F)(F)Cl)ccc1OCC(F)(F)F)Nc1cccc(C(F)(F)F)c1,O=C(NCCNC(=O)c1cc(OCC(F)(F)Cl)ccc1OCC(F)(F)F)Nc1cccc(C(F)(F)F)c1,28.285389,0.20496556447811268,2.733103560004311,5.408400000000003
76,O=C(NCCNC(=O)c1cc(OCC(F)(Cl)Br)ccc1OCC(F)(F)F)Nc1cccc(C(F)(F)F)c1,O=C(NCCNC(=O)c1cc(OCC(F)(Cl)Br)ccc1OCC(F)(F)F)Nc1cccc(C(F)(F)F)c1,16.084213,0.17634239572826055,3.210228169385208,5.833800000000003
77,CC(F)Oc1cc(NC(=O)CSCC(=O)Nc2cccc(C(F)(F)F)c2)c(Cl)cc1Cl,CC(F)Oc1cc(NC(=O)CSCC(=O)Nc2cccc(C(F)(F)F)c2)c(Cl)cc1Cl,32.500042,0.4365324814426763,2.91091336792835,6.016900000000002
78,CC(Br)Oc1cc(NC(=O)CSCC(=O)Nc2cccc(C(F)(F)F)c2)c(Cl)cc1Cl,CC(Br)Oc1cc(NC(=O)CSCC(=O)Nc2cccc(C(F)(F)F)c2)c(Cl)cc1Cl,30.544098,0.36505841980862536,2.94228314814813,6.442300000000003
79,CC(Cl)Oc1cc(NC(=O)CSCC(=O)Nc2cccc(C(F)(F)F)c2)c(Cl)cc1Cl,CC(Cl)Oc1cc(NC(=O)CSCC(=O)Nc2cccc(C(F)(F)F)c2)c(Cl)cc1Cl,47.16524,0.40577558150121307,2.897917763532746,6.286200000000003
80,C/C(Cn1cc([N+](=O)[O-])nn1)=N\NC(=O)c1ccc(Cl)c(Cl)c1,C/C(Cn1cc([N+](=O)[O-])nn1)=N\NC(=O)c1ccc(Cl)c(Cl)c1,17.170958,0.5007943684252122,2.782181531215592,2.2990000000000004
81,C/C(Cn1cc([N+](=O)[O-])cn1)=N\NC(=O)c1ccc(Cl)c(Cl)c1,C/C(Cn1cc([N+](=O)[O-])cn1)=N\NC(=O)c1ccc(Cl)c(Cl)c1,5.8388395,0.505409800557834,2.465196915830976,2.904000000000001
82,C=[N+]([O-])c1cnn(C/C(C)=N/NC(=O)c2ccc(Cl)c(Cl)c2)c1,C=[N+]([O-])c1cnn(C/C(C)=N/NC(=O)c2ccc(Cl)c(Cl)c2)c1,4.3461704,0.38776267418109733,2.8461112015452628,2.8382000000000005
83,O=C(Oc1ccc(Br)cc1C(=O)/C=C/c1ccc(F)cc1)c1ccco1,O=C(Oc1ccc(Br)cc1C(=O)/C=C/c1ccc(F)cc1)c1ccco1,27.02682,0.24580981870589752,2.2181644166985883,5.2965000000000035
84,O=C(Oc1ccc(Br)cc1C(=O)/C=C/c1ccc(Br)cc1)c1ccco1,O=C(Oc1ccc(Br)cc1C(=O)/C=C/c1ccc(Br)cc1)c1ccco1,33.66163,0.1987202067693329,2.2635217971559687,5.919900000000003
85,COc1ccccc1/C=C/C(=O)c1cc(Br)ccc1CC(=O)c1ccco1,COc1ccccc1/C=C/C(=O)c1cc(Br)ccc1CC(=O)c1ccco1,32.065647,0.3772588432260513,2.362563724075784,5.372200000000004
86,C=S(=O)(Nc1ccc(F)cc1)c1ccc(OC)c(N(C)S(=O)(=O)c2ccc(Cl)cc2)c1,C=S(=O)(Nc1ccc(F)cc1)c1ccc(OC)c(N(C)S(=O)(=O)c2ccc(Cl)cc2)c1,11.675724,0.505825591389978,2.954721163662027,4.415200000000003
87,O=C(O)C1=CC=CS(NC(=S)NC(=O)C(c2ccccc2)c2ccccc2)=C1,O=C(O)C1=CC=CS(NC(=S)NC(=O)C(c2ccccc2)c2ccccc2)=C1,26.867243,0.659269027189741,3.6753348463512516,3.3336000000000023
88,O=C(O)C1=CC=C[PH](NC(=S)NC(=O)C(c2ccccc2)c2ccccc2)=C1,O=C(O)C1=CC=C[PH](NC(=S)NC(=O)C(c2ccccc2)c2ccccc2)=C1,25.604805,0.520942907189821,3.780347538658945,3.278900000000002
89,O=C(O)C1=CC=C[Te](NC(=S)NC(=O)C(c2ccccc2)c2ccccc2)=C1,O=C(O)C1=CC=C[Te](NC(=S)NC(=O)C(c2ccccc2)c2ccccc2)=C1,26.411518,0.42917053509304753,3.378655044662663,2.3045999999999998
90,CCC(C(=O)NC1=CC=C[Te](C(F)(F)F)=C1)c1ccccc1,CCC(C(=O)NC1=CC=C[Te](C(F)(F)F)=C1)c1ccccc1,11.78562,0.7412820635988491,3.9593676639194824,3.2695000000000016
91,CCC(C(=O)NC1=CC=C[Se](C(F)(F)F)=C1)c1ccccc1,CCC(C(=O)NC1=CC=C[Se](C(F)(F)F)=C1)c1ccccc1,14.338081,0.8058134519051262,4.165695031439204,3.2695000000000016
92,CCC(C(=O)NC1=CC=C[AtH](C(F)(F)F)=C1)c1ccccc1,CCC(C(=O)NC1=CC=C[AtH](C(F)(F)F)=C1)c1ccccc1,16.952442,0.6672609920666376,4.203186330304272,3.382600000000002
93,Cc1ccc(S(=O)(=O)Cc2ccccc2-c2ccccc2NS(=O)(=O)c2ccc(C)cc2)cc1,Cc1ccc(S(=O)(=O)Cc2ccccc2-c2ccccc2NS(=O)(=O)c2ccc(C)cc2)cc1,12.359095,0.3571964615737038,2.1427070539614785,5.745140000000005
94,Cc1ccc(S(=O)(=O)Cc2ccccc2-c2ccccc2CS(=O)(=O)c2ccc(C)cc2)cc1,Cc1ccc(S(=O)(=O)Cc2ccccc2-c2ccccc2CS(=O)(=O)c2ccc(C)cc2)cc1,10.259905,0.322544906662761,2.0639262518455936,5.918240000000005
95,Cc1ccc(S(=O)(=O)Cc2ccccc2C2=CC=CC=[Te]2CS(=O)(=O)c2ccc(C)cc2)cc1,Cc1ccc(S(=O)(=O)Cc2ccccc2C2=CC=CC=[Te]2CS(=O)(=O)c2ccc(C)cc2)cc1,8.017811,0.3675035256474005,3.2516137847307087,4.661540000000005
96,C=C(Nc1ccc(NC(=S)NC(=O)c2ccccc2Cl)cc1)c1cccc(Cl)c1,C=C(Nc1ccc(NC(=S)NC(=O)c2ccccc2Cl)cc1)c1cccc(Cl)c1,21.622135,0.411902917473949,2.140506197318599,6.203000000000004
97,C=C(Nc1ccc(NC(=S)NC(=O)c2ccccc2Cl)cc1)c1cccc(F)c1,C=C(Nc1ccc(NC(=S)NC(=O)c2ccccc2Cl)cc1)c1cccc(F)c1,13.806357,0.4595708024032453,2.1475508502266667,5.688700000000003
98,C=C(Nc1ccc(NC(=S)NC(=O)c2ccccc2Cl)cc1)c1cccc(Br)c1,C=C(Nc1ccc(NC(=S)NC(=O)c2ccccc2Cl)cc1)c1cccc(Br)c1,22.122232,0.3698200004704138,2.1799795556675665,6.312100000000004
99,Cc1cc(C(=O)c2ccccc2)c(N[Te](=O)CCl)s1,Cc1cc(C(=O)c2ccccc2)c(N[Te](=O)CCl)s1,10.866434,0.46793275456825595,3.2113351554258234,3.3961200000000016
100,Cc1cc(C(=O)c2ccccc2)c(N[Se](=O)CCl)s1,Cc1cc(C(=O)c2ccccc2)c(N[Se](=O)CCl)s1,3.3167067,0.5048417430297341,3.5182518693059945,3.3961200000000016
101,Cc1cc(C(=O)c2ccccc2)c(N[AtH](=O)CCl)s1,Cc1cc(C(=O)c2ccccc2)c(N[AtH](=O)CCl)s1,30.580898,0.5132892123708294,3.6281459186528746,3.509220000000002
102,COc1cc(/C=N/NC(=O)/C(=C\c2ccc3c(c2)OCO3)NC(=O)C2CCC[AtH]C2)ccc1O,COc1cc(/C=N/NC(=O)/C(=C\c2ccc3c(c2)OCO3)NC(=O)C2CCC[AtH]C2)ccc1O,9.8493,0.2387164023700032,3.7513631272356243,2.800800000000001
103,COc1cc(/C=N/NC(=O)/C(=C\c2ccc3c(c2)OCO3)NC(=O)C2CCC[Se]C2)ccc1O,COc1cc(/C=N/NC(=O)/C(=C\c2ccc3c(c2)OCO3)NC(=O)C2CCC[Se]C2)ccc1O,9.131007,0.21938080918642844,3.628871290500932,2.687700000000001
104,COc1cc(/C=N/NC(=O)/C(=C\c2ccc3c(c2)OCO3)NC(=O)C2CCC[SiH2]C2)ccc1O,COc1cc(/C=N/NC(=O)/C(=C\c2ccc3c(c2)OCO3)NC(=O)C2CCC[SiH2]C2)ccc1O,7.2230353,0.2413950218393325,3.6719017457599588,2.1523000000000008
105,CC(C)CC(=O)NC(c1ccccc1Cl)c1c(O)ncc2ccccc12,CC(C)CC(=O)NC(c1ccccc1Cl)c1c(O)ncc2ccccc12,11.08482,0.6765430406485414,2.8836073759783822,4.845500000000004
106,Cc1cc(C)cc(NS(=O)(=O)C2=CC=C3NC=C(C(=O)N4CCc5ccccc54)C(=O)[Te]3=C2)c1,Cc1cc(C)cc(NS(=O)(=O)C2=CC=C3NC=C(C(=O)N4CCc5ccccc54)C(=O)[Te]3=C2)c1,14.02591,0.42258892465381026,3.709770034730708,2.4291400000000003
107,Cc1cc(C)cc(NS(=O)(=O)C2=CC=C3NC=C(C(=O)N4CCc5ccccc54)C(=O)[Se]3=C2)c1,Cc1cc(C)cc(NS(=O)(=O)C2=CC=C3NC=C(C(=O)N4CCc5ccccc54)C(=O)[Se]3=C2)c1,16.806746,0.45912350294047094,4.102758201803913,2.4291400000000003
