smiles,group,CYP1A2-sub
O=[N+]([O-])c1cc(-n2c(C)c(C(=O)OCC)c(C)n2)ccc1,training,0.0
[SeH](=O)(=O)C[C@H](N)C(=O)O,training,0.0
OC[C@@H]1[C@@H](O)C[C@H](n2c3N=CNC[C@@H](O)c3nc2)O1,training,0.0
O=C(OCC)c1c(C)n(-c2ccc(N)cc2)nc1C,training,0.0
O=C1N([C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)C=CC=N1,training,0.0
P(=O)(OP(=O)(O[C@H]1[C@H](F)[C@@H](O)[C@H](O)[C@@H](CO)O1)O)(OC[C@H]1[C@H](O)[C@@H](O)[C@H](N2C(=O)NC(=O)C=C2)O1)O,training,0.0
S(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3c(CN)cccc3)[C@H]2SC1)c1n(CC(=O)O)nnn1,training,0.0
P(=O)(OC[C@@H](O)[C@H](O)C(=O)C)(O)O,training,0.0
Clc1cc2C3(c4ccccc4)OC(C)=CC(=O)N3CC(=O)N(C)c2cc1,training,0.0
S(=O)(=O)(N1[C@@H](C(=O)NO)C(C)(C)SCC1)c1ccc(OCC#CCN)cc1,training,0.0
S(=O)(=O)(O)c1c2c(NC(=O)c3cc(NC(=O)c4cc(NC(=O)Nc5cc(C(=O)Nc6c(C)ccc(C(=O)Nc7c8c(S(=O)(=O)O)cc(S(=O)(=O)O)cc8c(S(=O)(=O)O)cc7)c6)ccc5)ccc4)c(C)cc3)ccc(S(=O)(=O)O)c2cc(S(=O)(=O)O)c1,training,0.0
Fc1cc(C(=O)Nc2cc3c([nH]cc3)cc2)cc(N2CCOCC2)c1,training,0.0
Fc1c(C2=C[C@H](N(C(=O)N(C)C3CCNCC3)C2)c2ccccc2)cc(F)cc1,training,0.0
P(=O)(O)(O)[C@@H]1O[C@@H]([C@H](O)[C@@H](O)CO)[C@@H](NC(=O)C)[C@H](O)C1,training,0.0
Clc1cc([C@H]2OP(=O)(COCCn3c4ncnc(N)c4nc3)OCC2)ccc1,training,0.0
O=C(OCC)N1CCC(Nc2nccc(C)c2)CC1,training,0.0
SC[C@H](C(=O)O)CCCc1ccccc1,training,0.0
Clc1c([C@H]2S/C(=C(\C#N)/n3cncc3)/SC2)ccc(Cl)c1,training,0.0
O=C(OCCN(CC)CC)C(O)(c1ccccc1)c1ccccc1,training,0.0
P(=O)(OC(=O)[C@H](O)C(CO)(C)C)(OC[C@H]1[C@H](O)[C@@H](O)[C@H](n2c3ncnc(N)c3nc2)O1)O,training,0.0
O=C(O)c1c(/N=N/c2ccc(O)cc2)cccc1,training,0.0
O=C(N)[C@@H](NC(=O)[C@H]1N(C(=O)[C@H]2N(C(=O)[C@@H](O)[C@H](N)Cc3ccccc3)CCC2)CCC1)C,training,0.0
O=C(/C=C/c1ccc(O)cc1)c1c(O)cc(OC)c(CC=C(C)C)c1,training,0.0
O([C@H]1[C@H](O)[C@@H](CO)O[C@@H](O)[C@@H]1N[C@@H](O)C)[C@H]1[C@H](O[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@H](C)O2)[C@@H](O)[C@@H](O)[C@@H](CO)O1,training,0.0
O=C(O)[C@@H](N)CCNC(=O)CCN,training,0.0
O(c1ccc(C2(N3CCN(c4ncccn4)CC3)C(=O)NC(=O)NC2=O)cc1)c1ccccc1,training,0.0
O=C(O)C[C@@H]1N[C@H](C(=O)O)CC1,training,0.0
OC[C@@H]1[C@H](O)[C@@H](O)[C@H](O)c2n1cc(-c1ccccc1)n2,training,0.0
O=C([O-])c1[nH]ccc1,training,0.0
O[C@@H](CO)CNc1ncnc2[nH]c(c(-c3ccccc3)c12)-c1ccccc1,training,0.0
O=C(CO)N1CCN(c2ccc(Nc3nc(-c4n(C(C)C)c(C)nc4)ccn3)cc2)CC1,training,0.0
P(=O)(OCc1c(CN[C@@H](C(=O)O)CCC(=O)O)c(O)c(C)nc1)(O)O,training,0.0
O=C(O)C(CC(=O)Nc1cc(/C=C/c2scc(C3CCC3)n2)ccc1)(CC)CC,training,0.0
S(=O)(=O)(N)c1cc2C(=O)SN(C)c2cc1,training,0.0
O=C(O[C@H]1[C@@H](O)[C@H](Oc2c(C)c3OC(=O)C(NC(=O)c4cc(CC=C(C)C)c(O)cc4)=C(O)c3cc2)OC(C)(C)[C@@H]1OC)N,training,0.0
O=C(N[C@@H](Cc1c2c(ccc1)cccc2)[B-](O)(O)O)C,training,0.0
Nc1cc2nc3c(cc2cc1)ccc(N)c3,training,0.0
O=C(Nc1ccc(OCc2ccccc2)cc1)CN,training,0.0
O=C(NCCN(C)C)c1nc(NC(=O)c2cc3c([nH]c4C(=O)NC[C@H](C)c34)cc2)sc1,training,0.0
ON=C(O)C(C)c1ccc(CC(C)C)cc1,training,0.0
O=Cc1c(O)c(C)ncc1CO,training,0.0
O([C@H](C(C[C@@H](N(C)C)C)(c1ccccc1)c1ccccc1)CC)C(=O)C,training,0.0
Oc1c(O)ccc2c1cccc2,training,0.0
O(C)c1c(OC)cc(Cc2c(N)nc(N)[n+]c2)cc1OC,training,0.0
Ic1c(Oc2cc(I)c(O)cc2)c(I)cc(C[C@H](N)C(=O)O)c1,training,0.0
[C@H](C)(c1c(C)c(C)ccc1)c1nc[nH]c1,training,0.0
NC1=NC[C@H](C)Oc2c1scc2,training,0.0
O=C(O)[C@@H](N)Cc1ccccc1,training,0.0
Clc1ccc(NC=2C(=NC(C)C)C=C3N(c4ccc(Cl)cc4)c4c(N=C3C=2)cccc4)cc1,training,0.0
Brc1n2c(C(NCc3cncnc3)=CC(c3ccccc3)=C2)nc1,training,0.0
O=C(Nc1ccc(-c2cc(OCC)ccc2)cc1)/C(/C#N)=C(\O)/C,training,0.0
O=[N+]([O-])c1cc(C(=O)Nc2n(CCCO)c3c(n2)cc(OC(=O)C(C)(C)C)cc3)ccc1,training,0.0
O(CCCCCCC1CCCCC1)[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@H](CO)O2)[C@H](CO)O1,training,0.0
O=C(OC(C)(C)C)N[C@H]([C@@H](O)C(=O)O[C@@H]1C(C)=C2[C@@H](OC)C(=O)[C@]3(C)[C@@H](OC)C[C@@H]4[C@](OC(=O)C)([C@H]3[C@H](OC(=O)c3ccccc3)[C@@](O)(C2(C)C)C1)CO4)c1ccccc1,training,0.0
O=C(N)[C@@H](C(C)(C)C)CC(=O)NC(CC)CC,training,0.0
Brc1cc(F)c(CN2C(=O)N(CC(=O)O)c3c(C2=O)ccc(Cl)c3)cc1,training,0.0
O=C1[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccc(O)cc2)N1,training,0.0
O[C@@](CCCC(C)C)(C)[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC3)C[C@@H](O)CC4)CC2)CC1,training,0.0
P(=O)(OC(C)C)(OC[C@@H](N)C(=O)O)O,training,0.0
O=C([C@@H](NC(=O)[C@@H]1[C@@H](C(=O)NCCC)O1)[C@H](CC)C)N1[C@H](C(=O)OC)CCC1,training,0.0
O=C(O)[C@@](N)(C)c1ccc(C(=O)O)cc1,training,0.0
Fc1c(C[C@@H](N)CC(=O)N2[C@H](CNC(=O)c3ccccc3)CCC2)cccc1,training,0.0
O=C(O)[C@@H](N)[C@@H](CC)C,training,0.0
P(=O)(OC[C@H]1[C@H](O)[C@@H](O)[C@H](N2C(=O)NC(=O)C=N2)O1)(O)O,training,0.0
S(C[C@@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1,training,0.0
Clc1c(Nc2ncnc3c2cc(OC)c(OCCCN2CCCCC2)c3)c2OCOc2cc1,training,0.0
O(C)C=1C(=O)C(CCCCCCCCCC)=C(C)C(=O)C=1OC,training,0.0
Fc1cc(-c2cnc(/C=C/[C@@H]3[C@@H]4[C@@H](C)OC(=O)[C@@H]4C[C@H]4[C@H]3CC[C@@H](N=C(OCC)O)C4)cc2)ccc1,training,0.0
S(=O)(=O)(c1ccc(N)cc1)c1ccc(N)cc1,training,0.0
O=C(O)[C@H]([C@@H](C(=O)O)Cc1ccccc1)Cc1cc2OCOc2cc1,training,0.0
O=C(Nc1c(Cc2ccccc2)nc(-c2ccc(O)cc2)cn1)Cc1ccc(O)cc1,training,0.0
Brc1ccc(N(O)[C@H](SC[C@@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)O)cc1,training,0.0
S(C(F)F)CC[C@H](N)C(=O)O,training,0.0
Fc1c(N(C(=O)CC)C2(c3ccccc3)CCN(CCN3C(=O)N(CC)N=N3)CC2)cccc1,training,0.0
Clc1cc2c(OC34NC(=O)CC2C3CN(C)CC4)cc1,training,0.0
O(CC(O)CNC(C)C)c1c2c(ccc1)CC=C2,training,0.0
NCCCCN,training,0.0
P(=O)(OP(=O)(OP(=O)(OCC1=NC=2C(=O)NC(N)=NC=2NC1)O)O)(OP(=O)(OC[C@H]1[C@H](O)[C@@H](O)[C@H](n2c3ncnc(N)c3nc2)O1)O)O,training,0.0
S(=O)(=O)(Nc1c(F)c(-c2c(-c3nc(N)ncc3)sc(C(C)(C)C)n2)ccc1)c1c(F)cccc1F,training,0.0
O=[N+]([O-])c1c(O)c(O)ccc1C(=O)c1ccccc1,training,0.0
O=S1(=O)N(c2c(OC)ccc(-c3ccccc3)c2)CC(=O)N1,training,0.0
S=C(/N=N\Cc1c(N2CCN(C)CC2)cccc1)N,training,0.0
Brc1c(O)c(Br)cc(-c2oc3c(n2)cccc3)c1,training,0.0
O=C1Nc2c(C)ccnc2N(C2CC2)c2ncccc12,training,0.0
S(=O)(=O)(CC[C@@H](N)C(=O)O)C,training,0.0
O=C(N[C@@H](C(=O)NCC(=O)N(C)[C@@H]1C(=O)N[C@H](C)C(=O)N[C@H](C(=O)O)Cc2cc(c(O)cc2)-c2c(O)ccc1c2)C)[C@H](N(C(=O)CCCCCCCCC(C)C)C)CO,training,0.0
O=C(N)CC,training,0.0
O=C(O)CCC(=O)C,training,0.0
P(=O)(OP(=O)(O)O)(OCC)O,training,0.0
SC[C@@H](NC(=O)CCCCCNC(=O)[C@H](NC(=O)[C@H](NC(=O)Cc1ccc(C(P(=O)(O)O)(F)F)cc1)CC(=O)O)Cc1ccc(C(P(=O)(O)O)(F)F)cc1)C(=O)N,training,0.0
Brc1c(O)c(Br)cc(/C=N/NC(=O)c2ccc(Cl)cc2)c1O,training,0.0
O=C(OC)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@H]2N(C)[C@@H]1CC2,training,0.0
O(CCO)CN1C(=O)NC(=O)C(Cc2ccccc2)=C1,training,0.0
O=C(NCc1ccccc1)[C@H](NC(=O)C)COC,training,0.0
FCCOc1cc(NC(=O)CCC(=O)Nc2cc3C(=O)C(=O)NC(=O)c3cc2)ccc1,training,0.0
[Pt]12N3C(C4N1C=CC=C4)=CC=CC3C1N2C=CC=C1,training,0.0
ClCCC(=O)NCc1ccccc1,training,0.0
O=C(N[C@@H](C(=O)O)C)N,training,0.0
Clc1c(C(O)(CCN(C)C)c2ccccc2)cccc1,training,0.0
O=[N+]([O-])c1n(CCO)c(C)nc1,training,0.0
Fc1cc(CN2C(=O)/C(=N\O)/c3c(/C=C/c4ccccc4)cccc23)c2OCOCc2c1,training,0.0
FC(F)(F)c1cc(Nc2c(C(=O)OCCOCCO)cccc2)ccc1,training,0.0
N(CC=C(C)C)c1ncnc2[nH]cnc12,training,0.0
O=C(O)CN1[C@@H]([C@H](N)C)N[C@@H](CN)C1=O,training,0.0
S(=O)(=O)(O)c1c(Nc2nc(Nc3c(S(=O)(=O)O)c4c(c(O)c(/N=N/c5c(O)ccc(S(=O)(=O)O)c5)c(S(=O)(=O)O)c4)cc3)ncn2)ccc2c(O)c(/N=N/c3c(O)ccc(S(=O)(=O)O)c3)c(S(=O)(=O)O)cc12,training,0.0
Brc1cc2c(n(C[C@@H](O)CN(C)C)c3c2cc(Br)cc3)cc1,training,0.0
S[C@@H]([C@@H](S)C(=O)O)C(=O)O,training,0.0
S(=O)(=O)(Nc1c(Oc2c(OC)cccc2)c(OCCO)nc(-c2ncccn2)n1)c1ccc(C(C)(C)C)cc1,training,0.0
Fc1c(N2CCNCC2)cc2N(c3ccc(F)cc3)C=C(C(=O)O)C(=O)c2c1,training,0.0
O=C([O-])[C@H]([N+])Cc1c(C(C)(C)C)onc1[O-],training,0.0
O=C1NC(=O)c2c3c([nH]c4c3cc(O)cc4)cc(-c3ccccc3)c12,training,0.0
P(=O)(O[C@H]1[C@@H](F)[C@H](N2C(=O)NC(=O)C=C2)O[C@H]1CO)(O)O,training,0.0
O(CC[N+]12CCC(C(O)(c3ccccc3)c3ccccc3)(CC1)CC2)Cc1ccccc1,training,0.0
O=C(NO)N,training,0.0
O=C(OCC)[C@@H](N[C@@H]1C(=O)N(CC(=O)O)C[C@@H](c2sccc2)SC1)CCc1ccccc1,training,0.0
Clc1c(Cl)cc2ncn([C@H]3[C@H](O)[C@H](O)[C@@H](CO)O3)c2c1,training,0.0
S(=O)(=O)(NCCNC)c1c2c(cncc2)ccc1,training,0.0
O=C(NCC)[C@@H]1[C@@H](O)[C@@H](O)[C@H](n2c3nc(C#CCC4CCC(C(=O)OC)CC4)nc(N)c3nc2)O1,training,0.0
O=C([O-])[O-],training,0.0
O=C(O[C@@H]1[C@@H]2[C@@H](CC[C@H]3OC(=O)C[C@H](O)C3)[C@@H](C)C=CC2=C[C@H](C)C1)[C@H](CC)C,training,0.0
O(CC(O)CNC(C)(C)C)c1c2c(NC(=O)CC2)ccc1,training,0.0
O=C(O)[C@@H](NC(=O)Cc1c2c([nH]c1)cccc2)C(C)C,training,0.0
Clc1ccc(-c2c(CC(=O)O)n3c(c2-c2ccccc2)CC(C)(C)C3)cc1,training,0.0
O=C(O)C1CCC(CN)CC1,training,0.0
Clc1sc2[nH]c(C(=O)N[C@H]3C(=O)Nc4c(cccc4)C3)cc2c1,training,0.0
O=C(N[C@H](C[C@H](O)[C@@H](NC(=O)COc1c(C)cccc1C)Cc1ccccc1)Cc1ccccc1)[C@H](C(C)C)N1C(=O)NCCC1,training,0.0
O=C(O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)C1,training,0.0
N(N)C(Cc1ccccc1)C,training,0.0
O=C(C=C)c1ccc(CCCCCC)cc1,training,0.0
O=C(OCC1=C(C(=O)O)N2C(=O)[C@@](OC)(NC(=O)Cc3sccc3)[C@H]2SC1)N,training,0.0
Clc1cc2C(OCCN(C)C)=Cc3c(Sc2cc1)cccc3,training,1.0
O=C1OC[C@H](Cc2cc3c(CCN(C)C)c[nH]c3cc2)N1,training,1.0
Clc1c(CCN2CCN(c3nsc4c3cccc4)CC2)cc2c(NC(=O)C2)c1,training,1.0
O=C(CC(c1ccccc1)C=1C(=O)Oc2c(C=1O)cccc2)C,training,1.0
O=C(O[C@H]1[C@](O)(C(=O)OC)[C@@H]2N(C=O)c3c(cc(c(OC)c3)[C@]3(C(=O)OC)c4[nH]c5c(c4CCN4C[C@](O)(CC)C[C@H](C3)C4)cccc5)[C@@]32[C@@H]2[C@@]1(CC)C=CCN2CC3)C,training,1.0
FC(F)(F)c1cc2N(CCCN3CCN(C)CC3)c3c(Sc2cc1)cccc3,training,1.0
Nc1c(-c2ccccc2)nc2c(N)nc(N)nc2n1,training,1.0
ClCC/C(=C(/c1ccc(OCCN(C)C)cc1)\c1ccccc1)/c1ccccc1,training,1.0
Clc1c(NC2=NCCN2)c2nsnc2cc1,training,1.0
c1(-c2ncsc2)[nH]c2c(n1)cccc2,training,1.0
S(C)c1cc2N(CCC3N(C)CCCC3)c3c(Sc2cc1)cccc3,training,1.0
O=C1N(C)C(=O)c2[nH]cnc2N1C,training,1.0
O=C1N(C)c2ncn(C)c2C(=O)N1,training,1.0
N(C/C=C/C#CC(C)(C)C)(Cc1c2c(ccc1)cccc2)C,training,1.0
FC=1C(=O)NC(=O)N(C2OCCC2)C=1,training,1.0
Nc1c2c(nc3c1CCCC3)cccc2,training,1.0
Clc1c(Cl)ccc([C@H]2c3c([C@@H](NC)CC2)cccc3)c1,training,1.0
O=C(Nc1c(C)cccc1C)[C@H]1N(CCC)CCCC1,training,1.0
S(=O)(=O)(C)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,training,1.0
O=C(OCc1scnc1)N[C@H]([C@@H](O)C[C@@H](NC(=O)[C@@H](NC(=O)N(Cc1nc(C(C)C)sc1)C)C(C)C)Cc1ccccc1)Cc1ccccc1,training,1.0
FC(F)(F)Oc1cc2sc(N)nc2cc1,training,1.0
O=C(O[C@H]1[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)\C(=O)Nc2c(/C=N/N3CCN(C)CC3)c(O)c3c(c(O)c(C)c4O[C@@](C)(C(=O)c34)O/C=C/[C@H](OC)[C@H]1C)c2O)C,training,1.0
O=C(O[C@H]1[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)\C(=O)NC=2C(=O)c3c(O)c(C)c4O[C@@](C)(C(=O)c4c3C3=NC4(NC=23)CCN(CC(C)C)CC4)O/C=C/[C@H](OC)[C@H]1C)C,training,1.0
OC/C=C(/C=C/C=C(/C=C/C=1C(C)(C)CCCC=1C)\C)\C,training,1.0
N(CC#C)[C@H]1c2c(cccc2)CC1,training,1.0
S(CCN/C(/NC)=C/[N+](=O)[O-])Cc1oc(CN(C)C)cc1,training,1.0
O(C)c1cc2c([C@@H](O)[C@H]3N4C[C@H](C=C)[C@H](C3)CC4)ccnc2cc1,training,1.0
O=C(N)c1nccnc1,training,1.0
O(CC(O)CNC(C)C)c1c2c(ccc1)cccc2,training,1.0
Oc1c(C(C)C)cccc1C(C)C,training,1.0
O=C(CCc1ccccc1)c1c(OCC(O)CNCCC)cccc1,training,1.0
Clc1ccc(NC(=N/C(=N/C(C)C)/N)N)cc1,training,1.0
O=C(C)[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC(=O)CC4)CC3)CC2)CC1,training,1.0
O=C(NC(C)C)c1ccc(CNNC)cc1,training,1.0
O(C)c1cc(NC(CCCN)C)c2ncccc2c1,training,1.0
O=C(N1CC(=O)N2C(c3c(cccc3)CC2)C1)C1CCCCC1,training,1.0
O=C1N(c2ccccc2)C=C(C)C=C1,training,1.0
Fc1ccc(C(CCCN2CCC(N3C(=O)Nc4c3cccc4)CC2)c2ccc(F)cc2)cc1,training,1.0
O=C1N(N(C)C(C)=C1)c1ccccc1,training,1.0
O=C(Nc1ccc(OCC)cc1)C,training,1.0
O=C(CCCCN1C(=O)N(C)c2ncn(C)c2C1=O)C,training,1.0
O=C(Nc1ccc(O)cc1)C,training,1.0
[SH0](=O)(Cc1c(OC)c(OC)ccn1)c1[nH]c2c(n1)ccc(OC(F)F)c2,training,1.0
O=C1C(=O)O[Pt]2(O1)[N+][C@H]1[C@H]([N+]2)CCCC1,training,1.0
[SH0](=O)(Cc1c(C)c(OC)c(C)cn1)c1[nH]c2c(n1)ccc(OC)c2,training,1.0
CN1CCN(C2=Nc3c(Nc4sc(C)cc24)cccc3)CC1,training,1.0
N(CCC=C1c2c(cccc2)CCc2c1cccc2)C,training,1.0
CN1[C@H](c2cnccc2)CCC1,training,1.0
O=C(CCc1cc2c(cc(OC)cc2)cc1)C,training,1.0
CN1CC2N(c3c(cccc3)Cc3c2cccc3)CC1,training,1.0
O=C(C(CC(N(C)C)C)(c1ccccc1)c1ccccc1)CC,training,1.0
O=C1C(C)=CC(=O)c2c1cccc2,training,1.0
O=C(NCCc1c2c([nH]c1)ccc(OC)c2)C,training,1.0
N(CCCC12c3c(cccc3)C(c3c1cccc3)CC2)C,training,1.0
Fc1c(N2CC(C)NCC2)c(F)cc2C(=O)C(C(=O)O)=CN(CC)c12,training,1.0
O=C(Nc1c(C)cccc1C)CN(CC)CC,training,1.0
O=C(Nc1c(C)cccc1C)[C@H]1N(CCCC)CCCC1,training,1.0
Nc1nc2c(c3n(CC(C)C)cnc13)cccc2,training,1.0
N(CCCN1c2c(cccc2)CCc2c1cccc2)(C)C,training,1.0
O=C(Nc1cc(Nc2nc(-c3cnccc3)ccn2)c(C)cc1)c1ccc(CN2CCN(C)CC2)cc1,training,1.0
O(C)C=1C(=O)C(CCCCCCCCCCO)=C(C)C(=O)C=1OC,training,1.0
O=C1N(C)C(=O)NC(=O)C1(C)C1=CCCCC1,training,1.0
Clc1c(OC)cc(OC)c2C(=O)[C@@]3([C@H](C)CC(=O)C=C3OC)Oc12,training,1.0
O=C(NC1C[C@@H]2N(C)[C@H](C1)CCC2)c1nn(C)c2c1cccc2,training,1.0
O=C(N)c1cc2c([nH]c3c2C[C@H](NC)CC3)cc1,training,1.0
FC(F)(F)c1ccc(C(=NOCCN)CCCCOC)cc1,training,1.0
FC(F)(F)c1c([N+](=O)[O-])ccc(NC(=O)C(C)C)c1,training,1.0
FC(F)(F)c1ccc(OC(CCNC)c2ccccc2)cc1,training,1.0
FC=1C(=O)NC(=O)NC=1,training,1.0
Fc1ccc(C(N2CCN(C/C=C/c3ccccc3)CC2)c2ccc(F)cc2)cc1,training,1.0
FC(F)(F)COc1c(C(=O)NCC2NCCCC2)cc(OCC(F)(F)F)cc1,training,1.0
O([C@H]1[C@H](O)[C@@H](O)[C@@H]2O[C@H](C)OC[C@H]2O1)[C@H]1[C@@H]2[C@@H]([C@H](c3cc(OC)c(O)c(OC)c3)c3c1cc1OCOc1c3)C(=O)OC2,training,1.0
OCC,training,1.0
O=C1[C@]2(C)[C@H]([C@H]3[C@@H](c4c(cc(O)cc4)CC3)CC2)CC1,training,1.0
O[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H](c4c(cc(O)cc4)CC3)CC2)CC1,training,1.0
O([C@@H]1[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@](OC)(C)C2)[C@@H](C)C(=O)O[C@H](CC)[C@](O)(C)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@]1(O)C)[C@H]1[C@H](O)[C@@H](N(C)C)C[C@@H](C)O1,training,1.0
O([C@@H](CCNC)c1sccc1)c1c2c(ccc1)cccc2,training,1.0
N(CCC=C1c2c(OCc3c1cccc3)cccc2)(C)C,training,1.0
Oc1c(O)ccc(CCN)c1,training,1.0
S(SC(=S)N(CC)CC)C(=S)N(CC)CC,training,1.0
O=C(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCCCC)[C@H](O)CC1=O,training,1.0
Clc1c(Nc2c(CC(=O)O)cccc2)c(Cl)ccc1,training,1.0
Clc1cc2C(c3ccccc3)=NCC(=O)N(C)c2cc1,training,1.0
FC(F)(F)c1cc(C[C@@H](NCC)C)ccc1,training,1.0
N(CCCN1c2c(cccc2)CCc2c1cccc2)C,training,1.0
O=C(C)[C@@]1(O)C[C@H](O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](N)C2)c2c(O)c3C(=O)c4c(OC)cccc4C(=O)c3c(O)c2C1,training,1.0
O=C(N)c1c(N=NN(C)C)[nH]cn1,training,1.0
N(CCC=C1c2c(cccc2)C=Cc2c1cccc2)(C)C,training,1.0
N#Cc1cc2N(CC(CN(C)C)C)c3c(Sc2cc1)cccc3,training,1.0
Clc1c([C@@H](C(=O)OC)N2Cc3c(scc3)CC2)cccc1,training,1.0
Clc1cc2N(CCCN(C)C)c3c(cccc3)CCc2cc1,training,1.0
Clc1c(N)c(Cl)cc(C(O)CNC(C)(C)C)c1,training,1.0
Clc1c(N)cc(OC)c(C(=O)N[C@H]2[C@@H](OC)CN(CCCOc3ccc(F)cc3)CC2)c1,training,1.0
Clc1cc2N(CCCN(C)C)c3c(Sc2cc1)cccc3,training,1.0
O(CCNCC(O)COc1c2c([nH]c3c2cccc3)ccc1)c1c(OC)cccc1,training,1.0
ClCCN(N=O)C(=O)NCCCl,training,1.0
O=C(N)N1c2c(cccc2)C=Cc2c1cccc2,training,1.0
O=C(NCc1cc(OC)c(O)cc1)CCCC/C=C/C(C)C,training,1.0
O=C1N(C)C(=O)c2n(C)cnc2N1C,training,1.0
Clc1cc(C(=O)C(NC(C)(C)C)C)ccc1,training,1.0
O=C(Nc1c(C)cccc1C)C1N(CCCC)CCCC1,training,1.0
Brc1cc2C(c3ncccc3)=NCC(=O)Nc2cc1,training,1.0
O(CCCN(C)C)c1nn(Cc2ccccc2)c2c1cccc2,training,1.0
Clc1ccc(CC2=NN(C(=O)c3c2cccc3)C2CCN(C)CCC2)cc1,training,1.0
FC(F)(F)c1cc([C@H](O[C@@H]2[C@@H](N(CC3=NNC(=O)N3)CCO2)c2ccc(F)cc2)C)cc(C(F)(F)F)c1,training,1.0
Clc1c(Cl)ccc2N=C3N(CC(=O)N3)Cc12,training,1.0
N(CCC=C1c2c(cccc2)CCc2c1cccc2)(C)C,training,1.0
O=C1N(N(C)C(C)=C1N(C)C)c1ccccc1,training,1.0
O=C1N(Cc2c(C)[nH]cn2)CCc2n(C)c3c(c12)cccc3,training,1.0
S(CCC)c1cc2[nH]c(NC(=O)OC)nc2cc1,training,1.0
S(=O)(=O)(Oc1cc2c([C@@H]3[C@H]([C@H]4[C@@](C)(C(=O)CC4)CC3)CC2)cc1)[O-],training,1.0
O(CCOc1c(OCCOC)cc2ncnc(Nc3cc(C#C)ccc3)c2c1)C,training,1.0
Clc1c(NC2=NCCN2)c(Cl)ccc1,training,1.0
Clc1c(C=NN=C(N)N)c(Cl)ccc1,training,1.0
