,smiles,dataset,value,cano_smiles,dataset_generate,matched_smiles,matched_value,matched_cano_smiles
17,O=C(N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)[C@@H](NC(=O)N1C(=O)NCC1)c1ccccc1,training,0.0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,training,,,
18,F[C@]12[C@@H](O)C[C@]3(C)[C@@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@H](C)C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1,training,1.0,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,training,,,
19,Brc1c(N)c(CN(C)C2CCCCC2)cc(Br)c1,training,1.0,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,training,,,
20,Brc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1,training,1.0,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,training,,,
21,O(CC(O)CNC(C)(C)C)c1c2c(C(=O)CCC2)ccc1,training,1.0,CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O,training,,,
22,O=C(Nc1c(C)cccc1C)C1N(CCCC)CCCC1,training,0.0,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,training,,,
23,O(C)C12[C@@H]([C@](O)(C(C)(C)C)C)C[C@@]3([C@@H]4N(CC5CC5)CC[C@@]53[C@H]1Oc1c(O)ccc(c51)C4)CC2,training,1.0,COC12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,training,,,
24,S(=O)(=O)(OCCCCOS(=O)(=O)C)C,training,1.0,CS(=O)(=O)OCCCCOS(C)(=O)=O,training,,,
25,Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NC(CC(C)C)Nc2c1,training,1.0,CC(C)CC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,training,,,
26,O=C1C(C)=C(/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C)C(=O)CCC2(C)C)\C)\C)/C)/C)C(C)(C)CC1,training,0.0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,training,,,
27,S(=O)(=O)([O-])C1N(C)c2c(cc(N=NC(=O)N)c(O)c2)C1,training,1.0,CN1c2cc(O)c(N=NC(N)=O)cc2CC1S(=O)(=O)[O-],training,,,
28,O=C(O[C@@H]1C(C)(C)[C@H]2[C@@](C)([C@H]3C(=O)C=C4[C@](C)([C@]3(C)CC2)CC[C@]2(C)[C@H]4C[C@](C(=O)O)(C)CC2)CC1)CCC(=O)O,training,1.0,CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,training,,,
29,O=C(O)[C@@](NN)(Cc1cc(O)c(O)cc1)C,training,1.0,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,training,,,
30,ClCCN(N=O)C(=O)NCCCl,training,1.0,O=NN(CCCl)C(=O)NCCCl,training,,,
31,O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)[C@H](N)c1ccc(O)cc1,training,0.0,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,training,,,
32,O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(C=C)CS[C@H]12)/C(=N\OCC(=O)O)/c1nc(N)sc1,training,0.0,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,training,,,
33,S(=O)(=O)(O)Cn1c(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)[C@H](O)c4ccccc4)[C@H]3SC2)nnn1,training,0.0,O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12,training,,,
34,O=C(OCC1=C(C(=O)O)N2C(=O)[C@@](OC)(NC(=O)Cc3sccc3)[C@H]2SC1)N,training,0.0,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,training,,,
35,S(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cn3nnnc3)[C@H]2SC1)c1scnn1,training,0.0,O=C(Cn1cnnn1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CS[C@H]12,training,,,
36,S(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)/c3nc(N)sc3)[C@H]2SC1)C=1N(C)NC(=O)C(=O)N=1,training,0.0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1,training,,,
37,O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(=O)C)CS[C@H]12)[C@H](N)c1ccccc1,training,0.0,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,training,,,
38,O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(=O)C)CS[C@H]12)Cc1sccc1,training,0.0,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,training,,,
39,ClC1=CC2=C(N(O)CC(=NC)N=C2C=C1)c1ccccc1,training,1.0,CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,training,,,
40,ClC=1C=2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)([C@@](OC(=O)C)(C(=O)C)CC4)CC3)C=1)CCC(=O)C=2,training,1.0,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,training,,,
41,Clc1c(S(=O)(=O)N)cc(C2(O)NC(=O)c3c2cccc3)cc1,training,1.0,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,training,,,
42,Clc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)C3)c2n1,training,1.0,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,training,,,
43,Cl[C@H]([C@@H](NC(=O)[C@H]1N(C)C[C@H](CCC)C1)[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@@H](SC)O1)C,training,0.0,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,training,,,
44,ClC=1C=2[C@@](C)([C@H]3[C@@H](O)C[C@]4(C)[C@@](O)(C(=O)CO)CC[C@H]4[C@@H]3C=1)C=CC(=O)C=2,training,1.0,C[C@]12C[C@H](O)[C@H]3[C@@H](C=C(Cl)C4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,training,,,
45,Clc1c(-c2c(C(=O)N[C@@H]3C(=O)N4[C@@H](C(=O)O)C(C)(C)S[C@H]34)c(C)on2)cccc1,training,0.0,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,training,,,
46,Clc1cc2N=C(N3CCN(C)CC3)c3c(Nc2cc1)cccc3,training,0.0,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,training,,,
47,O=C(O)[C@H]1C(C)(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N12,training,0.0,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,training,,,
48,C(N1CCN(C)CC1)(c1ccccc1)c1ccccc1,training,0.0,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,training,,,
49,Clc1ccc(N2C(C)(C)N=C(N)N=C2N)cc1,training,1.0,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,training,,,
50,Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NC(CC3CCCC3)Nc2c1,training,1.0,NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,training,,,
51,CN1CCC(=C2c3c(cccc3)C=Cc3c2cccc3)CC1,training,1.0,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,training,,,
52,ClC=1C=2[C@](C)([C@@H]3[C@H](C(=O)C=2)C3)[C@@H]2[C@H]([C@H]3[C@@](C)([C@@](OC(=O)C)(C(=O)C)CC3)CC2)C=1,training,0.0,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,training,,,
53,SC[C@H](N)C(=O)O,training,0.0,N[C@@H](CS)C(=O)O,training,,,
54,O[C@]1(C#C)[C@]2(CC)[C@H]([C@H]3[C@H](C(=C)C2)[C@@H]2C(=CCCC2)CC3)CC1,training,1.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,training,,,
55,F[C@]12[C@@H](O)C[C@]3(C)[C@@](OC(=O)CC)(C(=O)COC(=O)CC)[C@H](C)C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1,training,1.0,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,training,,,
56,F[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)COC(=O)CCCCCCCCCCCCCCC)[C@H](C)C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1,training,1.0,CCCCCCCCCCCCCCCC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,training,,,
57,F[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)COC(=O)CCCC)[C@H](C)C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1,training,1.0,CCCCC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,training,,,
58,Brc1ccc([C@H](CCN(C)C)c2ncccc2)cc1,training,1.0,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,training,,,
59,Oc1cc2[C@]3(C)[C@@H](N)[C@H](Cc2cc1)CCCCC3,training,1.0,C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@@H]2N,training,,,
60,O=C1N(CCN(C)C)c2c(N(C)c3c1cccc3)cccc2,training,0.0,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,training,,,
61,BrC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CBr,training,0.0,O[C@@H]([C@H](O)[C@@H](O)CBr)[C@@H](O)CBr,training,,,
62,ClC(Cl)C(=O)O,training,0.0,O=C(O)C(Cl)Cl,training,,,
63,Clc1c(-c2c(C(=O)N[C@@H]3C(=O)N4[C@@H](C(=O)O)C(C)(C)S[C@H]34)c(C)on2)c(Cl)ccc1,training,0.0,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,training,,,
64,Oc1ccc(/C(=C(\CC)/c2ccc(O)cc2)/CC)cc1,training,0.0,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,training,,,
65,O=C(O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,training,1.0,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,training,,,
66,Fc1c(-c2cc(C(=O)O)c(O)cc2)ccc(F)c1,training,0.0,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,training,,,
67,O[C@@H]1C/C(=C\C=C/2\[C@H]3[C@@](C)([C@@H]([C@@H](/C=C/[C@@H](C(C)C)C)C)CC3)CCC\2)/[C@@H](C)CC1,training,1.0,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3\C[C@@H](O)CC[C@@H]3C)CCC[C@@]21C,training,,,
68,ClC(Cl)C(=O)N(C)c1ccc(O)cc1,training,0.0,CN(C(=O)C(Cl)Cl)c1ccc(O)cc1,training,,,
69,O=C(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCCCC)[C@H](O)CC1=O,training,1.0,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,training,,,
70,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,training,0.0,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,training,,,
71,N(CC/C=C\1/c2c(SCc3c/1cccc3)cccc2)(C)C,training,1.0,CN(C)CC/C=C1\c2ccccc2CSc2ccccc21,training,,,
72,O=C1[C@H](C)C[C@]2(C)[C@@H]3[C@H]([C@H]4[C@@](C)([C@@H](O)CC4)CC3)CC[C@H]2C1,training,1.0,C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]32)CC1=O,training,,,
73,O=C1N(C)C(=O)c2n(CC(O)CO)cnc2N1C,training,0.0,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,training,,,
74,S(P(=O)(OCC)OCC)CC[N+](C)(C)C,training,1.0,CCOP(=O)(OCC)SCC[N+](C)(C)C,training,,,
75,Oc1cc([N+](CC)(C)C)ccc1,training,1.0,CC[N+](C)(C)c1cccc(O)c1,training,,,
76,O(CC)C=1C(=O)N(C)N=CC=1N1CCOCC1,training,0.0,CCOc1c(N2CCOCC2)cnn(C)c1=O,training,,,
77,O=C(Nc1c(CCC2N(C)CCCC2)cccc1)c1ccc(OC)cc1,training,1.0,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,training,,,
78,O=C(CO)[C@@]1(O)C[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](N)C2)c2c(O)c3C(=O)c4c(OC)cccc4C(=O)c3c(O)c2C1,training,1.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,training,,,
79,Clc1cc2C(c3ccccc3)=NCc3n(-c2cc1)cnn3,training,1.0,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,training,,,
80,O=C(O[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H](c4c(cc(O)cc4)CC3)CC2)CC1)CCCC,training,1.0,CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,training,,,
81,S(=O)(=O)(Oc1cc2c([C@@H]3[C@H]([C@H]4[C@@](C)(C(=O)CC4)CC3)CC2)cc1)O,training,1.0,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,training,,,
82,S=C(N)c1cc(CC)ncc1,training,0.0,CCc1cc(C(N)=S)ccn1,training,,,
83,O=C1C=C2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)([C@](O)(C#C)CC4)CC3)CC2)CC1,training,1.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,training,,,
84,O=C1C(CC)(C)CC(=O)N1,training,0.0,CCC1(C)CC(=O)NC1=O,training,,,
85,O=C(Nc1c(C)cccc1C)C(N(CCC)CC)CC,training,0.0,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,training,,,
86,P(=O)(O)(O)C(P(=O)(O)O)(O)C,training,0.0,CC(O)(P(=O)(O)O)P(=O)(O)O,training,,,
87,Clc1c(C2=NCc3n(c(C)nn3)-c3sc(CC)cc23)cccc1,training,1.0,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,training,,,
88,O=C(OCC(COC(=O)N)c1ccccc1)N,training,0.0,NC(=O)OCC(COC(N)=O)c1ccccc1,training,,,
89,Clc1c(-c2c(C(=O)N[C@@H]3C(=O)N4[C@@H](C(=O)O)C(C)(C)S[C@H]34)c(C)on2)c(F)ccc1,training,0.0,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,training,,,
90,Fc1ccc(C(=O)c2cc3[nH]c(NC(=O)OC)nc3cc2)cc1,training,1.0,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,training,,,
91,FC1=C(N)NC(=O)N=C1,training,0.0,Nc1[nH]c(=O)ncc1F,training,,,
92,F[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)COC(=O)C)CC[C@H]3[C@@H]1CCC=1[C@]2(C)CCC(=O)C=1,training,1.0,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,training,,,
93,FC(F)(F)c1cc(Nc2c(C(=O)O)cccc2)ccc1,training,0.0,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,training,,,
94,FC(F)(F)c1cc2N(CCCN3CCN(CCOC(=O)CCCCCCCCC)CC3)c3c(Sc2cc1)cccc3,training,1.0,CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,training,,,
95,O=C(N)c1cc2c([nH]c3c2C[C@H](NC)CC3)cc1,training,1.0,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,training,,,
96,O=C(O)/C(/CCC=C(C)C)=C/1\[C@@H](OC(=O)C)C[C@]2(C)[C@]3(C)[C@@H]([C@H](O)C[C@@H]\12)[C@]1(C)[C@H]([C@H](C)[C@H](O)CC1)CC3,training,0.0,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,training,,,
97,O=C(O)[C@@H](N)CCC(=O)O,training,0.0,N[C@@H](CCC(=O)O)C(=O)O,training,,,
98,O=C(OC1C[N+](C)(C)CC1)CC(O)(c1ccccc1)C1CCCC1,training,1.0,C[N+]1(C)CCC(OC(=O)CC(O)(c2ccccc2)C2CCCC2)C1,training,,,
99,O(CC(O)CO)c1c(OC)cccc1,training,0.0,COc1ccccc1OCC(O)CO,training,,,
100,N#CNC(=NC(CC)(C)C)N,training,0.0,CCC(C)(C)N=C(N)NC#N,training,,,
101,Oc1c(CCCCCC)ccc(O)c1,training,0.0,CCCCCCc1ccc(O)cc1O,training,,,
102,NCCc1[nH]cnc1,training,1.0,NCCc1cnc[nH]1,training,,,
103,O=C(OC1C[C@@H]2N(C)[C@H](C1)CC2)C(O)c1ccccc1,training,1.0,CN1[C@H]2CC[C@@H]1CC(OC(=O)C(O)c1ccccc1)C2,training,,,
104,Clc1ccc(C(N2CCN(CCOCCO)CC2)c2ccccc2)cc1,training,0.0,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,training,,,
105,S(CCN=CN)C1=C(C(=O)O)N2C(=O)[C@H]([C@H](O)C)[C@H]2C1,training,0.0,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCN=CN)C[C@H]12,training,,,
106,OC1C(O)C(O)C(O)C(O)C1O,training,0.0,OC1C(O)C(O)C(O)C(O)C1O,training,,,
107,IC(C)C1OC(CO)CO1,training,0.0,CC(I)C1OCC(CO)O1,training,,,
108,Ic1ccc(C(CCCCCCCCC(=O)OCC)C)cc1,training,0.0,CCOC(=O)CCCCCCCCC(C)c1ccc(I)cc1,training,,,
109,O=C1N(Cc2ccc(-c3c(-c4n[nH]nn4)cccc3)cc2)C(CCCC)=NC21CCCC2,training,0.0,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,training,,,
110,O=C(O)/C=C(\C=C\C=C(/C=C/C=1C(C)(C)CCCC=1C)\C)/C,training,1.0,CC1=C(/C=C/C(C)=C\C=C\C(C)=C/C(=O)O)C(C)(C)CCC1,training,,,
111,Oc1cc2c(cc1)C[C@H]1N(CC=C)CC[C@@]32[C@H]1CCCC3,training,1.0,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,training,,,
112,O([C@H](C(C[C@@H](N(C)C)C)(c1ccccc1)c1ccccc1)CC)C(=O)C,training,0.0,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,training,,,
113,S(C)[C@@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H]([C@H](NC(=O)[C@H]2N(C)C[C@H](CCC)C2)[C@H](O)C)O1,training,0.0,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,training,,,
114,Clc1c(C2=NC(O)C(=O)Nc3c2cc(Cl)cc3)cccc1,training,1.0,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,training,,,
115,O=C1c2c(NCCN(CC)CC)ccc(C)c2Sc2c1cccc2,training,0.0,CCN(CC)CCNc1ccc(C)c2sc3ccccc3c(=O)c12,training,,,
116,ClCCN(CCCl)c1ccc(C[C@H](N)C(=O)O)cc1,training,1.0,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,training,,,
117,Oc1c(C)cc(O)c2c1cccc2,training,1.0,Cc1cc(O)c2ccccc2c1O,training,,,
118,O(CC1OC(=O)NC1)c1c(OC)cccc1,training,0.0,COc1ccccc1OCC1CNC(=O)O1,training,,,
119,O=C(OC(C(CC(N(C)C)C)(c1ccccc1)c1ccccc1)CC)C,training,1.0,CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,training,,,
120,O(C)c1c(CC(NC)C)cccc1,training,0.0,CNC(C)Cc1ccccc1OC,training,,,
121,O=C(OCC(=O)[C@]1(O)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C([C@@H](C)C3)=CC(=O)C=C2)CC1)CCC(=O)O,training,1.0,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)COC(=O)CCC(=O)O)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,training,,,
122,Ic1c(N(C(=O)C)C)c(I)c(C(=O)O)c(I)c1NC(=O)C,training,0.0,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,training,,,
123,O=[N+]([O-])c1n(CCO)c(C)nc1,training,0.0,Cc1ncc([N+](=O)[O-])n1CCO,training,,,
124,ClCC1N(C)S(=O)(=O)c2c(N1)cc(Cl)c(S(=O)(=O)N)c2,training,1.0,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,training,,,
125,O=C(NCC(O)c1c(OC)ccc(OC)c1)CN,training,1.0,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,training,,,
