smiles,group,Pgp-inh
Fc1ccc(-c2c(CCN3CCN(Cc4ccccc4)CC3)oc(O)n2)cc1,training,0.0
Clc1c(OCCN(CC)CC)c(-c2ccccc2)cc(Cl)c1,training,0.0
O([C@H]([C@@H]1NCCCC1)c1ccccc1)C(=O)C,training,0.0
OC(=Nc1c(C)cccc1C)CN(CC)CC,training,0.0
Clc1c(CO)n(Cc2ccc(-c3c(-c4n[nH]nn4)cccc3)cc2)c(CCCC)n1,training,0.0
O=C(O[C@@H]1[C@@H]2[C@@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H](C)C=CC2=C[C@H](C)C1)[C@H](CC)C,training,0.0
O=C1c2c(O)cc(O)cc2OC(c2cc(O)c(O)cc2)=C1,training,0.0
O([C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)c1c(O)cc(C=2Oc3c(c(O)cc(O)c3)C(=O)C=2)cc1,training,0.0
O=C(O)CN1C(=O)C(c2ccccc2)(c2ccccc2)N=C1O,training,0.0
O=C(O)CCN1C(=O)C(c2ccccc2)(c2ccccc2)N=C1O,training,0.0
O=C(O)CN1[C@H](C)NC(c2ccccc2)(c2ccccc2)C1=O,training,0.0
Clc1cc2nc(/C=C/c3cc([C@@H](SCCC(=O)O)SCCC(=O)N(CC)CC)ccc3)ccc2cc1,training,0.0
CN1CCC=2c3c(Oc4c(cccc4)C=2CC1)cccc3,training,0.0
Clc1ccc([C@](O[C@@H](CN(C)C)C)(C)c2ccccc2)cc1,training,0.0
Clc1cc(C(O)=NCCc2ccc(C(=O)O)cc2)c(OC)cc1,training,0.0
O(CC1=NCCc2c1cccc2)c1ccc(OC)cc1,training,0.0
O=C1N(C)C(O)=N[C@@]1(CC)c1ccccc1,training,0.0
ClC(Cl)(Cl)C(c1ccc(OC)cc1)c1ccc(OC)cc1,training,0.0
O=C(OCCOC)C,training,0.0
NC,training,0.0
Clc1c(N)cc(OC)c(C(O)=NCCN(CC)CC)c1,training,0.0
O(CCc1ccc(OC[C@H](O)CNC(C)C)cc1)C,training,0.0
O(C[C@H](N)C)c1c(C)cccc1C,training,0.0
ClC1=C(SC)C(N2CCN(C)CC2)=NC(=NC)N1,training,0.0
CN1C[C@@H]2N(c3c(cccc3)Cc3c2cccc3)CC1,training,0.0
ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,training,0.0
O=C1C(O)=C(c2c(O)cc(O)cc2)Oc2c1c(O)cc(O)c2,training,0.0
O[C@@H]1[C@@H]2Oc3c(O)ccc4c3[C@@]32[C@H]([C@H](N(C)CC3)C4)C=C1,training,0.0
O=C(CN1CCN(C(=O)c2ccc(OC)cc2)CC1)N1CCOCC1,training,0.0
N(c1ccc(Nc2ccccc2)cc1)c1ccccc1,training,0.0
N(CCNCc1ccccc1)Cc1ccccc1,training,0.0
N(Cc1ccccc1)(C)C,training,0.0
O(C)c1c(OC)cc([C@@](C#N)(C(C)C)CCC[N+](CCc2cc(OC)c(OC)cc2)(C)C)cc1OC,training,0.0
N(c1c2c(ccc1)cccc2)c1ccccc1,training,0.0
N(c1cc2c(cc1)cccc2)c1ccccc1,training,0.0
ClCCN(CCCl)c1cc(C)c(C2N(Cc3cc(OC)c(OC)c(OC)c3)CCCN2Cc2cc(OC)c(OC)c(OC)c2)cc1,training,0.0
Clc1c2C(=Nc3ccc(S(=O)(=O)N)cc3)c3c(Nc2c(C(=O)Nc2ccc(S(=O)(=O)Nc4noc(C)c4)cc2)cc1)cccc3,training,0.0
ClCCN(CCCl)c1cc(C)c(C2N(Cc3cc(OC)c(OC)cc3)CCCN2Cc2cc(OC)c(OC)cc2)cc1,training,0.0
ClCCN(CCCl)c1cc(Cl)c(C2N(Cc3cc(OC)c(OC)cc3)CCCN2Cc2cc(OC)c(OC)cc2)cc1,training,0.0
N(C/C=C/c1ccccc1)(Cc1c2c(ccc1)cccc2)C,training,0.0
O[C@@H]1[C@@H]2Oc3c(O)ccc4c3[C@@]32[C@](O)([C@H](N(CC2CCC2)CC3)C4)CC1,training,0.0
O=C1[C@@H]2Oc3c(O)ccc4c3[C@@]32[C@](O)([C@H](N(CC=C)CC3)C4)CC1,training,0.0
Oc1c2O[C@H]3c4[nH]c5c(c4C[C@@]4(O)[C@H]6N(CC7CC7)CC[C@@]34c2c(cc1)C6)cccc5,training,0.0
O=C(Oc1cc([N+](C)(C)C)ccc1)N(C)C,training,0.0
Nc1c2c([C@@H](c3ccccc3)CN(C)C2)ccc1,training,0.0
Clc1cc2C(c3ccccc3)=NCC(O)=Nc2cc1,training,0.0
Fc1c(N2CCNCC2)cc2N(CC)C=C(C(=O)O)C(=O)c2c1,training,0.0
Fc1c(N2CCN(C)CC2)c2OC[C@H](C)N3c2c(C(=O)C(C(=O)O)=C3)c1,training,0.0
Clc1c(/C(/OCCOc2ccc(Cl)cc2)=C(\C)/n2cncc2)ccc(Cl)c1,training,0.0
O(CCN(CC)CC)c1c(OCCN(CC)CC)cc2OC(=O)C=C(C)c2c1,training,0.0
Clc1c(/C(=N/OCc2c(Cl)cc(Cl)cc2)/Cn2cncc2)ccc(Cl)c1,training,0.0
O=C(O)C=1C(=O)c2c(N(CC)C=1)cc1OCOc1c2,training,0.0
O(C[C@H](O)CNC(C)C)c1c(OCC=C)cccc1,training,0.0
O=C(CCN[C@H]([C@H](O)c1ccccc1)C)c1cc(OC)ccc1,training,0.0
O(CCN1CCC(n2c(O)nc3c2cccc3)CC1)c1ccccc1,training,0.0
O([C@H](C[N+](C)(C)C)CC(=O)O)C(=O)CCCCCCCCCCCCCCC,training,0.0
O(C)c1c(OC)ccc(Cc2nccc3c2cc(OC)c(OC)c3)c1,training,0.0
Clc1c([C@]2(Cn3cncc3)O[C@@H](COCC#C)CO2)ccc(Cl)c1,training,0.0
Fc1c(N2CCN(C)CC2)cc2N(CC)C=C(C(=O)O)C(=O)c2c1,training,0.0
C(C[C@@H]1NCCCC1)(C1CCCCC1)C1CCCCC1,training,0.0
NCCc1ccccc1,training,0.0
ClCC(=O)N1c2c(Oc3c1cccc3)cccc2,training,0.0
O(CCN(C)C)c1c(Cc2ccccc2)cccc1,training,0.0
OC(=Nc1ccc(N2CCN(CCCN(C)C)CC2)cc1)C,training,0.0
O=C1C(c2ccccc2)(c2ccccc2)O[C@@H](CCN2CCCCC2)O1,training,0.0
Clc1c(N2CC=CC2)ccc([C@H](C(=O)O)C)c1,training,0.0
N(C(C)C)C1CCC(c2ccccc2)(c2ccccc2)CC1,training,0.0
O(C(c1ccccc1)c1ccccc1)CCN([C@@H](COc1ccccc1)C)C,training,0.0
O(C)c1cc(N[C@H](CCCN)C)c2ncccc2c1,training,0.0
O(C[C@@H](O)CNCCN1C(=O)N=C(O)C(C)=C1)c1c(C)cccc1,training,0.0
ClC=1N=C(SCC(=O)O)NC(=Nc2c(C)c(C)ccc2)C=1,training,0.0
O=C(CCc1ccccc1)c1c(OC[C@@H](O)C[N+](CC)(CC)C)cccc1,training,0.0
O=C(CCc1ccccc1)c1c(OC[C@@H](O)C[N+](CCC)(C)C)cccc1,training,0.0
O=C(CCc1ccccc1)c1c(OC[C@H](O)C[N+](C(C)C)(C(C)C)C)cccc1,training,0.0
O=C(C)c1ccc(OC[C@@H](O)CN2CCCCC2)cc1,training,0.0
O=C(CC)c1c(OC[C@H](O)CN2CCOCC2)cccc1,training,0.0
O=C(OCC[N+](C(C)C)(C(C)C)C)C1c2c(Oc3c1cccc3)cccc2,training,0.0
Clc1c([C@@]2(Cn3ncnc3)O[C@H](CCC)CO2)ccc(Cl)c1,training,0.0
O[C@H](CN[C@H](Cc1cc2OCOc2cc1)C)c1cc(O)c(O)cc1,training,0.0
O(C)c1ccc(C[C@H](N)C(O)=N[C@H]2[C@@H](O)[C@H](n3c4ncnc(N(C)C)c4nc3)O[C@@H]2CO)cc1,training,0.0
O(C)c1ccc(CN(CCN(C)C)c2ncccc2)cc1,training,0.0
O(C)c1c(OC)cc2N=C(N3CCN(CC=C)CC3)NC(=N)c2c1,training,0.0
OCCN(CCO)[C@H]1Oc2c(N(CC)CC)nc(N(CCO)CCO)nc2[C@@H](N(CC)CC)N1,training,0.0
OCCN(CCO)c1nc(N2CCOCC2)c2nc(N(CCO)CCO)nc(N3CCOCC3)c2n1,training,0.0
OCCN(CCO)c1nc(N2CCOCC2)nc2N[C@H](N3CCOCC3)[C@@H](c3ccccc3)Oc12,training,0.0
N1(c2nc(N3CCOCC3)c3ncc(N4CCOCC4)nc3n2)CCOCC1,training,0.0
Clc1c(N2CCOCC2)nc2nc(N3CCNCC3)nc(N3CCOCC3)c2n1,training,0.0
O(C)c1cc2c(cc1)C[C@H]1N(C)CC[C@@]32[C@@H]1CCCC3,training,0.0
O=C(O)[C@@H]1[C@@H](OC)[C@H](O)C[C@H]2[C@@H]1C[C@H]1N(C2)CCc2c3c([nH]c12)cc(OC)cc3,training,0.0
O([C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)c1cc(O)c2C(=O)C=C(c3ccccc3)Oc2c1,training,0.0
O=C(O)COc1c2c3c(O)c(C)c4O[C@](C)(C(=O)c24)O/C=C/[C@H](OC)[C@@H](C)[C@@H](OC(=O)C)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)\C(O)=Nc(c3O)c1,training,0.0
O=C(O[C@H]1[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)\C(O)=Nc2c(O)c3c(O)c(C)c4O[C@](C)(C(=O)c4c3c(O)c2)O/C=C/[C@H](OC)[C@H]1C)C,training,0.0
O=C(N(CC)CC)c1ccc([C@@H](N2[C@@H](C)CN(CCC)[C@H](C)C2)c2cc(OC)ccc2)cc1,training,0.0
O=C(OCCN1CCN(CCC(=O)c2ccc(OC)cc2)CC1)[C@@H](CC)c1ccccc1,training,0.0
O=C(OCCN1CCN(CCOC(=O)Cc2ccccc2)CC1)Cc1ccccc1,training,0.0
O=C(OCCN1CCN(CCOC(=O)CCc2ccccc2)CC1)CCc1ccccc1,training,0.0
O=C(OCCN(CCCN(CCOC(=O)[C@@H](CC)c1ccccc1)C)C)[C@H](CC)c1ccccc1,training,0.0
O=C(OCCCN1CCN(CCCOC(=O)[C@@H](CC)c2ccccc2)CC1)[C@H](CC)c1ccccc1,training,0.0
O(CCN(CC)CC)c1c(C(O)=Nc2ccccc2)cccc1,training,0.0
O=C(O[C@@H]1[C@@H]2[C@@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H](C)C=CC2=C[C@H](C)C1)C(CC)(C)C,training,0.0
FC(F)(F)c1n2c(nn1)CN(C(=O)C[C@H](N)Cc1c(F)cc(F)c(F)c1)CC2,training,0.0
O=C(OCCN(CC)CC)[C@@H](Cc1ccccc1)c1ccccc1,training,0.0
Clc1c([C@H](SCc2ccc(Cl)cc2)Cn2cncc2)ccc(Cl)c1,training,0.0
Clc1cc(Nc2ncnc3[nH]c(C)c(C)c23)ccc1,training,0.0
O(C[C@H](O)CNC(C)(C)C)c1ccc(NC(O)=NC2CCCCC2)cc1,training,0.0
N(C/C=C/C#CC(C)(C)C)(Cc1c2c(ccc1)cccc2)C,training,0.0
O(C)c1c(OC)cc2c([C@@H]3N(C[C@H](CC(C)C)C(=O)C3)CC2)c1,training,0.0
Clc1cc2N(CC(=O)N3CCN(CCO)CC3)C(=O)Sc2cc1,training,0.0
Clc1c(CO[C@H](Cn2cncc2)c2c(Cl)cc(Cl)cc2)ccs1,training,0.0
O=C(N)c1ccc(OCCNC[C@@H](O)COc2c(C)cccc2)cc1,training,0.0
O(C)c1c(OC)cc(C[C@H]2NCCc3c2cc(O)c(O)c3)cc1OC,training,0.0
Clc1c(C2=NCc3n(c(C)nn3)-c3c2cc(Cl)cc3)cccc1,training,0.0
ClC(Cl)(Cl)[C@H](N=CO)N1CCN([C@@H](N=CO)C(Cl)(Cl)Cl)CC1,training,0.0
O=C(OCC(O)(C)C)N1CCN(C2=Nc3c(OC)c(OC)c(OC)cc3C(=N)N2)CC1,training,0.0
O(C)c1c(OC)cc(CC=2C(=N)NC(=N)NC=2)cc1OC,training,0.0
O=C(N1CCOCC1)c1cc(OC)c(OC)c(OC)c1,training,0.0
O=C(OCC[N+](CC)(CC)CC)c1c(OC)c(OC)c(OC)cc1,training,0.0
Clc1c([C@]2(Cn3cncc3)O[C@@H](CSc3ccc(NC(=O)OCC)cc3)CO2)ccc(Cl)c1,training,0.0
O=C(N(C)[C@@H]1[C@@H](N2CCCC2)C[C@]2(OCCC2)CC1)Cc1ccccc1,training,0.0
O(CCN(CC)CC)c1ccc(C2=C(c3ccccc3)Cc3c2ccc(OC)c3)cc1,training,0.0
O=C(O)COCCOCCN1CCC(=C(c2ccccc2)c2ccccc2)CC1,training,0.0
O(C)c1c(N2CCN(CCCNC=3N(C)C(=O)N(C)C(=O)C=3)CC2)cccc1,training,0.0
O=C(O[C@H]1[C@](O)(C(=O)OC)[C@@H]2N(C=O)c3c(cc(c(OC)c3)[C@@]3(C(=O)OC)c4[nH]c5c(c4CCN4C[C@](O)(CC)C[C@H](C3)C4)cccc5)[C@@]32[C@@H]2[C@@]1(CC)C=CCN2CC3)C,training,0.0
